chain_id,sample_idx,correct,output_tokens,n_steps,v0_synthetic_cpu_min,v0_synthetic_cpu_mean
129bf497af,2,1,280,10,0.25139,0.90449
129bf497af,3,1,294,8,0.26096,0.8893
390e8bd1fe,0,1,211,8,0.91927,0.98583
390e8bd1fe,1,0,255,8,0.16218,0.85611
390e8bd1fe,2,1,218,7,0.97171,0.9916
390e8bd1fe,3,0,301,10,0.25853,0.8924
6b1fa379d6,0,0,512,15,0.08191,0.86448
6b1fa379d6,1,0,346,9,0.01605,0.73543
6b1fa379d6,2,0,239,9,0.17432,0.89297
6b1fa379d6,3,0,512,22,0.17432,0.94039
e6c6e35883,0,1,150,6,0.98906,0.99469
e6c6e35883,1,1,164,10,0.98166,0.99502
e6c6e35883,2,1,124,7,0.98666,0.99507
e6c6e35883,3,1,121,6,0.99139,0.99725
3a6497d7aa,0,1,300,14,0.92162,0.99055
3a6497d7aa,1,1,222,7,0.9615,0.99064
3a6497d7aa,2,1,279,7,0.94927,0.98361
3a6497d7aa,3,1,302,8,0.95561,0.98825
d325777014,0,1,344,10,0.97948,0.99378
d325777014,1,1,304,9,0.89965,0.98351
d325777014,2,1,327,8,0.98195,0.99273
d325777014,3,1,338,9,0.98473,0.9955
9c2b7ab9cb,0,1,328,10,0.97722,0.99299
9c2b7ab9cb,1,1,233,10,0.70828,0.96381
9c2b7ab9cb,2,1,257,11,0.89168,0.98113
9c2b7ab9cb,3,0,203,9,0.45899,0.91982
8c51e2c375,0,1,259,7,0.53461,0.91258
8c51e2c375,1,0,295,17,0.57525,0.93282
8c51e2c375,2,1,265,16,0.9671,0.98993
8c51e2c375,3,1,273,10,0.97322,0.99091
0e74521f90,0,1,386,14,0.95819,0.9919
0e74521f90,1,0,407,12,0.80533,0.96739
0e74521f90,2,1,344,14,0.96645,0.99065
0e74521f90,3,0,352,14,0.01235,0.85089
b04e028bd2,0,1,269,9,0.97846,0.99274
b04e028bd2,1,1,289,8,0.97838,0.99358
b04e028bd2,2,1,266,8,0.72572,0.9558
b04e028bd2,3,1,251,9,0.94182,0.98852
8e8c8a1b7e,0,1,283,11,0.64927,0.9632
8e8c8a1b7e,1,1,324,13,0.17465,0.93038
8e8c8a1b7e,2,1,354,13,0.15665,0.93136
8e8c8a1b7e,3,1,305,12,0.87168,0.97919
731b149113,0,1,238,9,0.96559,0.9875
731b149113,1,1,270,11,0.89999,0.98125
731b149113,2,1,265,10,0.95175,0.98513
731b149113,3,1,253,7,0.96976,0.98432
b2c145be62,0,1,309,11,0.98535,0.99497
b2c145be62,1,1,359,9,0.98335,0.99311
b2c145be62,2,1,420,16,0.97604,0.99407
b2c145be62,3,1,376,14,0.9761,0.99411
3259a66bf3,0,1,242,16,0.89452,0.98303
3259a66bf3,1,1,236,17,0.96195,0.98997
3259a66bf3,2,1,192,9,0.21373,0.89009
3259a66bf3,3,1,199,11,0.97177,0.99095
6728a135e9,0,1,147,6,0.46895,0.90109
6728a135e9,1,1,189,8,0.52618,0.93283
6728a135e9,2,1,147,7,0.59458,0.93554
6728a135e9,3,1,214,8,0.95825,0.99176
8b88a68237,0,0,483,13,0.00328,0.79128
8b88a68237,1,0,512,16,0.12659,0.83731
8b88a68237,2,0,423,18,0.60427,0.9265
8b88a68237,3,1,415,19,0.95693,0.994
