chain_id,sample_idx,correct,output_tokens,n_steps,v0_synthetic_cpu_min,v0_synthetic_cpu_mean,v1_synthetic_top8_min,v1_synthetic_top8_mean,v1_real4_top8_min,v1_real4_top8_mean,v2_synthetic_seed0_min,v2_synthetic_seed0_mean,v2_synthetic_seed1_min,v2_synthetic_seed1_mean,v2_synthetic_seed2_min,v2_synthetic_seed2_mean,v2_real8_seed0_min,v2_real8_seed0_mean,v2_real8_seed1_min,v2_real8_seed1_mean,v2_real8_seed2_min,v2_real8_seed2_mean
d0b6d688ce,0,1,91,4,0.97558,0.99,0.91848,0.95843,0.90731,0.96454,0.94335,0.96293,0.67491,0.89563,0.9344,0.96774,0.92192,0.96873,0.95186,0.95521,0.94165,0.9722
d0b6d688ce,1,1,95,4,0.97199,0.99041,0.95854,0.97961,0.92414,0.96981,0.92736,0.96871,0.93046,0.96425,0.93046,0.97222,0.94892,0.97749,0.94079,0.96358,0.9458,0.97275
d0b6d688ce,2,1,106,4,0.92304,0.97387,0.90991,0.97141,0.9149,0.95135,0.82333,0.91839,0.90991,0.96707,0.95532,0.9717,0.92841,0.95102,0.75201,0.87765,0.92736,0.94619
d0b6d688ce,3,1,96,4,0.94967,0.98386,0.96153,0.98433,0.88404,0.96616,0.95728,0.97669,0.90329,0.95404,0.92944,0.97118,0.8808,0.96047,0.92079,0.95214,0.93629,0.97696
43881877f9,0,0,100,4,0.19683,0.7731,0.13478,0.76535,0.55085,0.79788,0.76065,0.86735,0.06279,0.71398,0.69264,0.8515,0.13478,0.65342,0.44794,0.76679,0.41111,0.65542
43881877f9,1,1,122,5,0.91848,0.97265,0.94967,0.98023,0.92079,0.967,0.92192,0.97197,0.89479,0.97443,0.80069,0.94366,0.91244,0.9469,0.86431,0.93871,0.8872,0.90805
43881877f9,2,1,145,5,0.87579,0.95489,0.9458,0.97709,0.90329,0.95237,0.8872,0.95438,0.85488,0.96626,0.72643,0.92633,0.83224,0.92877,0.6174,0.88791,0.88243,0.8996
43881877f9,3,1,91,5,0.82894,0.94156,0.74614,0.93101,0.53631,0.83234,0.62062,0.89963,0.68679,0.88919,0.76908,0.92059,0.84492,0.88973,0.35131,0.75001,0.63068,0.7889
a030751506,0,1,106,3,0.95186,0.96676,0.94815,0.96875,0.85488,0.88948,0.92304,0.95646,0.92304,0.9502,0.54383,0.82022,0.91848,0.92604,0.87235,0.8977,0.88876,0.90095
a030751506,1,0,100,4,0.77458,0.89956,0.89625,0.94285,0.85096,0.9505,0.79944,0.9395,0.92079,0.95413,0.95186,0.97051,0.91611,0.96005,0.91368,0.93592,0.83868,0.92397
a030751506,2,1,144,6,0.65401,0.91166,0.81048,0.93255,0.60346,0.83999,0.33459,0.85933,0.92079,0.96749,0.53486,0.88701,0.27826,0.63532,0.70982,0.84376,0.52756,0.82201
a030751506,3,1,115,4,0.9659,0.98083,0.97156,0.98329,0.88404,0.91308,0.96641,0.97583,0.97324,0.9838,0.82894,0.93991,0.87408,0.92601,0.86613,0.91183,0.87663,0.91681
719d9ab214,0,1,93,4,0.61324,0.8888,0.59031,0.87909,0.89029,0.93493,0.82219,0.91982,0.80194,0.90318,0.30239,0.7539,0.8808,0.95037,0.23793,0.78656,0.50885,0.85133
719d9ab214,1,0,81,3,0.83973,0.89308,0.62062,0.83057,0.92944,0.94762,0.85488,0.93706,0.88563,0.91639,0.45932,0.67604,0.94079,0.96255,0.96886,0.97205,0.94815,0.95981
719d9ab214,2,1,125,4,0.53801,0.86737,0.13478,0.72824,0.70579,0.87313,0.86971,0.93481,0.20818,0.7713,0.61924,0.81892,0.89625,0.91935,0.91368,0.94371,0.67405,0.84118
719d9ab214,3,0,138,6,0.00433,0.82635,0.05749,0.81474,0.3675,0.83794,0.08152,0.81898,0.23935,0.84526,0.01691,0.81459,0.88243,0.94803,0.80928,0.91663,0.54916,0.88165
8df469f165,0,0,512,,,,,,,,,,,,,,,,,,,
8df469f165,1,1,161,6,0.98256,0.9903,0.92841,0.9776,0.95257,0.9754,0.95257,0.98608,0.97443,0.98793,0.93535,0.97183,0.95663,0.9776,0.90465,0.95182,0.95328,0.96998
8df469f165,2,0,137,7,0.32939,0.87779,0.02195,0.75072,0.24364,0.80346,0.18832,0.76422,0.86704,0.96379,0.75055,0.9204,0.08389,0.76282,0.79566,0.91585,0.33199,0.78264
8df469f165,3,1,222,12,0.98718,0.99448,0.98145,0.99203,0.94499,0.97628,0.9679,0.98889,0.90862,0.98238,0.5194,0.94427,0.91964,0.97262,0.9263,0.96911,0.87493,0.95666
315ae0ca4e,0,1,84,4,0.95663,0.9874,0.97241,0.98841,0.97364,0.98656,0.92736,0.97815,0.86431,0.96032,0.89181,0.96683,0.97871,0.98655,0.95041,0.97519,0.98967,0.99225
315ae0ca4e,1,1,80,3,0.98058,0.99251,0.98504,0.99203,0.98174,0.98695,0.97241,0.98552,0.92841,0.97054,0.92079,0.96888,0.97156,0.98315,0.89181,0.95144,0.98594,0.99269
315ae0ca4e,2,1,77,3,0.97595,0.99118,0.98678,0.99386,0.98145,0.98636,0.96886,0.98784,0.92841,0.97236,0.9173,0.96825,0.98594,0.98937,0.92414,0.96119,0.98831,0.99264
315ae0ca4e,3,1,73,3,0.97838,0.99186,0.98831,0.99411,0.98145,0.98733,0.97404,0.98909,0.93991,0.97595,0.92192,0.96953,0.9855,0.98853,0.93991,0.96842,0.98901,0.99355
58e6ca5485,0,1,200,10,0.93343,0.98932,0.97558,0.9954,0.98458,0.99447,0.9466,0.99161,0.98636,0.99443,0.98718,0.99377,0.94499,0.97636,0.96095,0.97546,0.96153,0.98167
58e6ca5485,1,1,225,6,0.98201,0.99214,0.96741,0.98873,0.9752,0.98766,0.97024,0.98677,0.97156,0.99071,0.9659,0.98612,0.91611,0.95262,0.93146,0.95737,0.92736,0.96156
58e6ca5485,2,0,204,6,0.96486,0.98614,0.06954,0.82719,0.8808,0.97128,0.9173,0.97624,0.84797,0.96483,0.92192,0.96775,0.83332,0.9378,0.82333,0.92574,0.9173,0.94637
58e6ca5485,3,1,201,10,0.50928,0.94579,0.99087,0.99679,0.98309,0.99406,0.74466,0.97108,0.96432,0.99094,0.97324,0.9898,0.95854,0.97861,0.95976,0.9785,0.9659,0.97934
27bfdc2f7c,0,1,94,4,0.96323,0.98465,0.93343,0.96916,0.97404,0.98455,0.96741,0.98344,0.9149,0.96676,0.82333,0.93113,0.93629,0.97253,0.85966,0.9396,0.95854,0.97438
27bfdc2f7c,1,1,87,4,0.96095,0.98408,0.93902,0.96413,0.97069,0.98346,0.96432,0.98117,0.8977,0.96129,0.86613,0.93835,0.93812,0.97481,0.78923,0.92154,0.95465,0.97617
27bfdc2f7c,2,1,109,4,0.96095,0.98376,0.94335,0.97772,0.95915,0.981,0.96153,0.98474,0.82446,0.92281,0.82894,0.93626,0.79944,0.92006,0.6325,0.84637,0.9458,0.96835
27bfdc2f7c,3,1,89,4,0.95854,0.9812,0.93902,0.96643,0.9752,0.98478,0.12592,0.73691,0.8977,0.96542,0.91848,0.95292,0.95186,0.97774,0.96838,0.9785,0.95465,0.9767
404e1413fc,0,1,82,3,0.92944,0.97239,0.93245,0.97207,0.93343,0.96778,0.9659,0.98536,0.86522,0.9441,0.85096,0.93653,0.98795,0.99058,0.9659,0.98076,0.98867,0.9934
404e1413fc,1,1,68,3,0.92414,0.97153,0.93629,0.97506,0.90731,0.95923,0.97156,0.9862,0.87831,0.94339,0.87235,0.94465,0.98867,0.99099,0.96886,0.9803,0.98901,0.99282
404e1413fc,2,1,68,3,0.93343,0.97438,0.95041,0.97667,0.93902,0.97252,0.97737,0.98957,0.88404,0.95206,0.8808,0.94925,0.98901,0.99245,0.98088,0.98764,0.99409,0.99608
404e1413fc,3,1,83,3,0.93245,0.9734,0.93721,0.97366,0.93343,0.9699,0.96095,0.98371,0.90731,0.95813,0.89625,0.95163,0.98795,0.99068,0.96486,0.98041,0.98678,0.99277
9d77dda84e,0,1,62,2,0.99331,0.99534,0.98458,0.98904,0.94251,0.95568,0.97199,0.98083,0.95397,0.96826,0.94418,0.95969,0.99242,0.99297,0.94418,0.95871,0.98028,0.98411
9d77dda84e,1,1,71,3,0.98999,0.99563,0.98594,0.99389,0.99059,0.99194,0.98935,0.9954,0.96432,0.98583,0.94815,0.97952,0.99115,0.99447,0.95186,0.97548,0.99331,0.9949
9d77dda84e,2,1,66,3,0.99265,0.99593,0.98967,0.99451,0.97443,0.98567,0.98409,0.99113,0.9679,0.9836,0.95465,0.98003,0.99524,0.99692,0.95041,0.97186,0.99351,0.99554
9d77dda84e,3,1,67,2,0.99445,0.99652,0.98309,0.98944,0.93629,0.9528,0.97967,0.98913,0.96741,0.96905,0.95728,0.97315,0.98901,0.99072,0.96036,0.97223,0.98504,0.98631
2aec842201,0,1,93,4,0.99218,0.99638,0.99409,0.99571,0.95915,0.98234,0.91964,0.97777,0.93991,0.97894,0.98967,0.99225,0.92841,0.96324,0.97241,0.98249,0.83655,0.91843
2aec842201,1,1,106,6,0.99142,0.9966,0.82104,0.96401,0.93146,0.96566,0.78399,0.94712,0.94738,0.98025,0.9836,0.99322,0.91611,0.95179,0.2728,0.77458,0.76348,0.87928
2aec842201,2,1,107,4,0.9931,0.99644,0.99218,0.99614,0.97283,0.98322,0.98409,0.99513,0.98678,0.99406,0.98636,0.99366,0.96886,0.97875,0.9752,0.98587,0.90731,0.93695
2aec842201,3,1,74,3,0.98935,0.9933,0.88243,0.95659,0.96323,0.97637,0.92414,0.96363,0.50337,0.82185,0.98256,0.98759,0.89029,0.94251,0.45302,0.76736,0.83548,0.90149
04bc2c7444,0,1,134,6,0.56194,0.90773,0.19315,0.84555,0.81989,0.93973,0.76348,0.94438,0.0542,0.75721,0.59125,0.87708,0.7178,0.92538,0.90329,0.94438,0.67061,0.8882
04bc2c7444,1,0,103,6,0.0028,0.48909,0.00218,0.40609,0.00832,0.48396,0.00308,0.51137,0.03462,0.4296,0.02096,0.45985,0.02636,0.42606,0.04743,0.47336,0.00971,0.47149
04bc2c7444,2,0,118,6,0.66541,0.91876,0.09138,0.83712,0.34422,0.81339,0.72096,0.91137,0.06465,0.81881,0.46636,0.85281,0.58889,0.8283,0.65666,0.85899,0.57272,0.82587
04bc2c7444,3,1,114,5,0.43927,0.86283,0.06465,0.7928,0.82894,0.88996,0.7074,0.91586,0.03514,0.76795,0.37205,0.79761,0.57511,0.79312,0.77999,0.88383,0.56937,0.79825
74c6e4b9d5,0,1,79,3,0.07921,0.62454,0.73564,0.86048,0.25983,0.47999,0.04603,0.61596,0.07477,0.62648,0.0248,0.40413,0.72952,0.86546,0.72331,0.82529,0.67233,0.73683
74c6e4b9d5,1,1,129,4,0.65047,0.89921,0.82559,0.94189,0.76348,0.86613,0.92736,0.96469,0.87663,0.93431,0.94892,0.96445,0.57702,0.82647,0.74317,0.82901,0.77594,0.83637
74c6e4b9d5,2,1,158,5,0.53461,0.8306,0.54771,0.83739,0.50317,0.84119,0.07477,0.78083,0.85777,0.92852,0.85872,0.94068,0.59878,0.8742,0.68088,0.85785,0.78793,0.86247
74c6e4b9d5,3,1,107,4,0.83114,0.92855,0.92523,0.96156,0.83973,0.91136,0.93812,0.96905,0.94335,0.95754,0.94079,0.9538,0.82104,0.90823,0.85966,0.89214,0.82104,0.88848
c6af2c903e,0,0,171,3,0.55881,0.77262,0.8872,0.9087,0.42393,0.73543,0.74614,0.89264,0.65047,0.76345,0.84594,0.91456,0.7074,0.75707,0.69761,0.76908,0.79182,0.84709
c6af2c903e,1,0,153,4,0.02298,0.55206,0.06954,0.6133,0.4031,0.7184,0.20947,0.74479,0.0656,0.66853,0.26284,0.77608,0.4666,0.73201,0.48822,0.80158,0.66888,0.77567
c6af2c903e,2,1,121,4,0.86883,0.92009,0.91848,0.93781,0.89029,0.92195,0.91118,0.97027,0.91611,0.96125,0.9466,0.95675,0.86339,0.89111,0.94418,0.95489,0.89181,0.92878
c6af2c903e,3,0,125,5,0.11124,0.65042,0.37571,0.81383,0.69014,0.86277,0.48877,0.78312,0.34334,0.75974,0.54722,0.7984,0.75923,0.85164,0.86339,0.92906,0.86154,0.91033
5894f503d7,0,1,63,3,0.97364,0.9864,0.92414,0.95007,0.9752,0.98213,0.89912,0.94971,0.9173,0.96622,0.92736,0.9533,0.99029,0.9939,0.96378,0.97643,0.9836,0.98996
5894f503d7,1,1,61,3,0.97199,0.9881,0.93535,0.95772,0.98058,0.9857,0.95257,0.97742,0.89181,0.96171,0.93343,0.96793,0.98999,0.9935,0.95114,0.96952,0.9659,0.97741
5894f503d7,2,1,62,3,0.97558,0.99004,0.92523,0.96151,0.97737,0.98333,0.9344,0.97531,0.92414,0.97076,0.92841,0.95333,0.99242,0.99493,0.96932,0.97964,0.95728,0.97757
5894f503d7,3,1,60,3,0.96538,0.984,0.88404,0.94232,0.96641,0.97844,0.71859,0.90127,0.87408,0.94792,0.92304,0.94784,0.98174,0.98911,0.95854,0.97139,0.97156,0.98097
0f17c9d4d6,0,0,101,7,0.99662,0.99876,0.99029,0.99691,0.97113,0.98895,0.9958,0.9981,0.99142,0.99602,0.99288,0.9959,0.98999,0.99536,0.98145,0.98771,0.96932,0.98388
0f17c9d4d6,1,1,152,8,0.95663,0.98919,0.98409,0.99614,0.9679,0.98216,0.96323,0.99218,0.9659,0.99007,0.95728,0.98675,0.97595,0.98613,0.93245,0.97038,0.94815,0.97191
0f17c9d4d6,2,0,187,9,0.22816,0.90966,0.96267,0.99179,0.82559,0.95207,0.94251,0.98341,0.3942,0.91914,0.91611,0.97931,0.83973,0.96952,0.8977,0.96346,0.88243,0.96115
0f17c9d4d6,3,1,122,6,0.32167,0.87777,0.04886,0.74938,0.21207,0.84624,0.35131,0.79889,0.31489,0.79957,0.41917,0.87088,0.63522,0.91524,0.30487,0.85092,0.78266,0.9377
f18d55fcf1,0,1,95,4,0.44143,0.85187,0.90731,0.96576,0.29503,0.76174,0.25534,0.80664,0.74317,0.90298,0.5775,0.86176,0.90465,0.94323,0.51781,0.81547,0.80928,0.9144
f18d55fcf1,1,1,84,5,0.00078,0.59225,0.0,0.59273,0.02596,0.58301,0.00025,0.58695,0.00076,0.59174,0.0017,0.68528,0.00669,0.61556,0.02065,0.60908,0.00858,0.67389
f18d55fcf1,2,1,98,4,0.86431,0.95776,0.69925,0.90504,0.77184,0.89927,0.15922,0.78199,0.72331,0.90965,0.9458,0.97365,0.89331,0.93019,0.76348,0.88597,0.89029,0.93371
f18d55fcf1,3,0,122,5,0.94738,0.98356,0.9659,0.98942,0.21734,0.70673,0.5641,0.87871,0.89331,0.95379,0.94335,0.97529,0.28299,0.7962,0.36387,0.81303,0.80069,0.90985
7017227e9c,0,1,95,4,0.00141,0.63083,0.00117,0.3021,0.09808,0.65922,0.09535,0.65924,0.09535,0.50427,0.0737,0.57502,0.34511,0.7771,0.09671,0.59322,0.40075,0.77088
7017227e9c,1,1,93,4,0.13478,0.73364,0.06755,0.4309,0.13387,0.63867,0.18011,0.69117,0.15817,0.51091,0.05262,0.5112,0.89625,0.93666,0.47414,0.78079,0.62977,0.8378
7017227e9c,2,1,103,3,0.13753,0.69561,0.26971,0.62548,0.19315,0.64251,0.44698,0.78038,0.43951,0.63894,0.20818,0.66141,0.8439,0.92815,0.44553,0.7681,0.6628,0.81999
7017227e9c,3,1,76,3,0.0542,0.61894,0.08389,0.39438,0.09808,0.58969,0.14609,0.61001,0.20562,0.48243,0.03789,0.38536,0.8706,0.92387,0.34776,0.71187,0.52123,0.76897
4d58bf747d,0,1,128,5,0.93902,0.97529,0.96432,0.98627,0.93535,0.9686,0.97595,0.99029,0.91848,0.9576,0.86793,0.94658,0.91964,0.93296,0.90991,0.94398,0.89625,0.92206
4d58bf747d,1,0,163,4,0.89912,0.96428,0.89479,0.96324,0.95854,0.97352,0.97771,0.98853,0.93629,0.97375,0.88876,0.93057,0.87408,0.92143,0.83224,0.92496,0.65489,0.82082
4d58bf747d,2,1,168,6,0.24509,0.84834,0.7773,0.94282,0.85488,0.93667,0.85391,0.95809,0.82446,0.93915,0.16996,0.78753,0.57033,0.78376,0.59643,0.83689,0.77322,0.82895
4d58bf747d,3,1,167,6,0.96378,0.98931,0.98201,0.99455,0.93535,0.97728,0.97558,0.99301,0.95976,0.98173,0.93629,0.96882,0.92414,0.95728,0.95465,0.96866,0.94499,0.95158
08b959a37f,0,1,76,2,0.97904,0.98617,0.95728,0.97139,0.92841,0.93092,0.9344,0.95792,0.9263,0.93129,0.94738,0.96272,0.97935,0.98383,0.97241,0.98036,0.97558,0.98212
08b959a37f,1,1,82,3,0.98831,0.99195,0.97283,0.98426,0.95397,0.96756,0.96432,0.9841,0.95663,0.97665,0.96153,0.97954,0.98458,0.98534,0.98117,0.98685,0.98795,0.99107
08b959a37f,2,1,67,2,0.97364,0.98279,0.92841,0.93828,0.94967,0.95249,0.94967,0.96317,0.91244,0.93865,0.93343,0.95091,0.97667,0.98038,0.98504,0.98896,0.98999,0.99314
08b959a37f,3,1,49,3,0.93046,0.9662,0.91368,0.95837,0.80441,0.91107,0.89029,0.95447,0.82671,0.93268,0.95465,0.96753,0.98088,0.98923,0.97482,0.98219,0.94251,0.97022
a906c664bb,0,1,60,2,0.93146,0.95476,0.78793,0.87385,0.87147,0.89835,0.85777,0.91423,0.90329,0.92685,0.85777,0.87773,0.84797,0.88322,0.83973,0.88302,0.79566,0.83269
a906c664bb,1,1,63,2,0.0017,0.39018,0.00247,0.44081,0.82559,0.84983,0.01282,0.3984,0.03162,0.41043,0.01799,0.15208,0.8808,0.91772,0.85294,0.87811,0.85585,0.87458
a906c664bb,2,1,58,2,0.02717,0.38591,0.622,0.75538,0.84078,0.84488,0.46077,0.63917,0.31069,0.54332,0.03162,0.14127,0.85872,0.88168,0.80317,0.84898,0.82783,0.86057
a906c664bb,3,1,69,2,0.98028,0.98043,0.96153,0.96589,0.88243,0.88712,0.96095,0.96393,0.96036,0.96869,0.90329,0.91372,0.94499,0.95519,0.95976,0.96477,0.88876,0.90961
b476c01e6e,0,1,154,6,0.86971,0.96702,0.88243,0.93362,0.93721,0.96205,0.12421,0.81259,0.87493,0.95872,0.52147,0.89192,0.80685,0.92149,0.86704,0.94697,0.76348,0.89726
b476c01e6e,1,0,149,9,0.00506,0.82011,0.00858,0.83733,0.04085,0.83833,0.0016,0.76373,0.05262,0.84602,0.02636,0.78518,0.02518,0.73272,0.25683,0.84159,0.21867,0.83763
b476c01e6e,2,1,131,6,0.02162,0.60237,0.3522,0.69906,0.68763,0.88489,0.01826,0.65057,0.04814,0.71277,0.13846,0.65924,0.13569,0.70378,0.19806,0.70863,0.11596,0.72137
b476c01e6e,3,1,150,6,0.37571,0.88186,0.72409,0.89006,0.91368,0.94707,0.24221,0.78443,0.88243,0.95565,0.64958,0.88544,0.75347,0.90665,0.89331,0.94814,0.81405,0.89963
d0006e7cb1,0,1,137,5,0.99115,0.99577,0.98174,0.98886,0.93991,0.96609,0.97443,0.9904,0.97241,0.98474,0.94335,0.96395,0.86522,0.91409,0.84078,0.92366,0.84797,0.91398
d0006e7cb1,1,1,149,8,0.02636,0.82762,0.50781,0.92068,0.86793,0.9587,0.78399,0.968,0.61786,0.93348,0.54988,0.91693,0.69347,0.84486,0.37388,0.83129,0.81523,0.90405
d0006e7cb1,2,0,110,5,0.8872,0.96548,0.98256,0.99051,0.88563,0.93796,0.9149,0.9663,0.89912,0.95413,0.44143,0.82722,0.68595,0.87064,0.84183,0.92135,0.62704,0.86913
d0006e7cb1,3,1,91,4,0.97113,0.98647,0.93146,0.97427,0.93902,0.95791,0.94815,0.96189,0.92192,0.9466,0.60766,0.86847,0.73564,0.87117,0.86247,0.93231,0.92192,0.95271
2fc8bafb0c,0,1,69,5,0.73106,0.94335,0.10088,0.79244,0.97113,0.97998,0.6072,0.90544,0.71622,0.87786,0.61231,0.91054,0.94815,0.98179,0.96267,0.97926,0.96323,0.98339
2fc8bafb0c,1,1,76,5,0.76629,0.95114,0.19806,0.82541,0.96378,0.97679,0.68426,0.92646,0.77999,0.90702,0.21867,0.83198,0.94251,0.97198,0.92736,0.95911,0.96378,0.97603
2fc8bafb0c,2,1,69,3,0.93245,0.97615,0.84286,0.93965,0.87408,0.92255,0.9263,0.97023,0.93721,0.9626,0.81989,0.91032,0.92079,0.95711,0.9458,0.95986,0.96486,0.96705
2fc8bafb0c,3,1,47,2,0.63703,0.81436,0.06098,0.47563,0.90599,0.91224,0.32424,0.64972,0.41206,0.69285,0.14415,0.5429,0.9679,0.97575,0.96153,0.9712,0.91611,0.93469
d450d94e73,0,1,109,4,0.79182,0.94505,0.98256,0.99154,0.94892,0.97371,0.88243,0.96209,0.90329,0.9569,0.87235,0.95711,0.95465,0.97975,0.95791,0.98088,0.96979,0.98547
d450d94e73,1,1,103,4,0.56049,0.88636,0.9752,0.98652,0.93629,0.96522,0.86247,0.95283,0.93046,0.96047,0.93146,0.96805,0.95397,0.97863,0.95976,0.97397,0.97113,0.98069
d450d94e73,2,0,75,2,0.89912,0.946,0.98088,0.98543,0.56937,0.75594,0.85488,0.8884,0.79438,0.88874,0.67147,0.81592,0.95663,0.97403,0.08756,0.53975,0.24077,0.6089
d450d94e73,3,1,65,2,0.69596,0.83899,0.91611,0.93794,0.9173,0.94443,0.87915,0.92173,0.80069,0.82779,0.89912,0.93061,0.93343,0.9437,0.95186,0.95888,0.94967,0.96638
a59a59f041,0,1,82,4,0.97631,0.99216,0.96153,0.98196,0.98117,0.98459,0.79053,0.92436,0.55109,0.88165,0.95397,0.98026,0.97631,0.99038,0.96691,0.98054,0.98718,0.99206
a59a59f041,1,1,59,2,0.93991,0.9665,0.8872,0.93082,0.91118,0.91364,0.91244,0.94382,0.2822,0.62812,0.91611,0.9434,0.97404,0.97654,0.9466,0.95749,0.92944,0.93333
a59a59f041,2,1,64,3,0.90731,0.96612,0.89625,0.95671,0.90862,0.95305,0.78399,0.91717,0.06009,0.67591,0.91964,0.95955,0.97595,0.98609,0.95397,0.96415,0.92079,0.95787
a59a59f041,3,1,71,2,0.95728,0.97715,0.90329,0.94504,0.93991,0.95508,0.93721,0.95933,0.30157,0.64258,0.92304,0.9502,0.96932,0.973,0.92523,0.95441,0.97241,0.98164
05e339d26e,0,1,79,3,0.91611,0.96944,0.97024,0.98834,0.91611,0.95864,0.79944,0.9322,0.83114,0.94005,0.83114,0.94007,0.82219,0.93072,0.75347,0.91204,0.9149,0.9625
05e339d26e,1,1,79,4,0.91244,0.97631,0.97998,0.99458,0.95397,0.97991,0.83114,0.95728,0.82894,0.95508,0.84286,0.95856,0.8706,0.96125,0.82783,0.95272,0.95041,0.98195
05e339d26e,2,1,100,3,0.87663,0.95717,0.94892,0.98246,0.85391,0.94448,0.68257,0.89373,0.81287,0.93486,0.84997,0.94635,0.60813,0.86082,0.70497,0.89785,0.8872,0.95443
05e339d26e,3,1,96,3,0.94251,0.97862,0.94418,0.98006,0.96932,0.97978,0.70335,0.90019,0.84594,0.94582,0.82894,0.93959,0.79819,0.9236,0.84183,0.94255,0.86339,0.94569
001e2190dc,0,1,163,7,0.98935,0.99698,0.80069,0.96318,0.97364,0.98606,0.99115,0.99619,0.96267,0.98898,0.97443,0.98759,0.75347,0.9514,0.95532,0.98045,0.95728,0.98527
001e2190dc,1,0,229,10,0.98309,0.99665,0.96211,0.9892,0.96838,0.98867,0.98088,0.99618,0.96323,0.99295,0.97702,0.99247,0.97199,0.98909,0.96153,0.9789,0.96979,0.98547
001e2190dc,2,0,131,6,0.98901,0.99645,0.81989,0.92993,0.5494,0.91142,0.95663,0.9845,0.88243,0.96726,0.96095,0.97972,0.97595,0.98951,0.98174,0.98498,0.9466,0.98362
001e2190dc,3,1,106,5,0.96838,0.98857,0.92736,0.97958,0.97631,0.98804,0.97871,0.99043,0.90991,0.97359,0.96153,0.97694,0.98757,0.99422,0.9836,0.9883,0.9836,0.99219
2648f668c0,0,0,153,5,0.98088,0.99221,0.96323,0.98366,0.97283,0.98188,0.96378,0.98843,0.97631,0.98733,0.95397,0.9786,0.91848,0.96893,0.95328,0.96578,0.89181,0.93754
2648f668c0,1,0,126,5,0.49986,0.89083,0.44167,0.87449,0.89181,0.94659,0.87915,0.95841,0.86431,0.95424,0.86971,0.93658,0.84286,0.92894,0.68931,0.88403,0.62977,0.83704
2648f668c0,2,0,144,7,0.98117,0.99467,0.96538,0.98938,0.97283,0.98403,0.97113,0.9901,0.97241,0.99056,0.96323,0.98508,0.96211,0.97792,0.96211,0.97421,0.89479,0.96223
2648f668c0,3,0,130,4,0.93245,0.97596,0.92841,0.97022,0.94892,0.96937,0.70821,0.91555,0.96691,0.97492,0.92736,0.95405,0.96323,0.96769,0.9263,0.94877,0.83973,0.88642
55b8e42ff4,0,1,74,3,0.97113,0.98363,0.92079,0.96518,0.83441,0.91948,0.68426,0.88706,0.94892,0.97047,0.82671,0.92552,0.96323,0.97219,0.96538,0.97077,0.97024,0.9787
55b8e42ff4,1,1,70,3,0.97199,0.98378,0.94967,0.96664,0.85488,0.9319,0.51257,0.82826,0.94967,0.96951,0.83548,0.93023,0.96323,0.97359,0.96323,0.97043,0.9679,0.97628
55b8e42ff4,2,1,66,3,0.97364,0.98484,0.94738,0.96645,0.82894,0.92226,0.43638,0.79941,0.95257,0.96952,0.82446,0.92402,0.9466,0.96598,0.96267,0.9719,0.96267,0.97445
55b8e42ff4,3,1,66,3,0.97364,0.98493,0.95257,0.97682,0.82671,0.92129,0.44167,0.80083,0.95257,0.97021,0.81048,0.91974,0.9466,0.96566,0.96267,0.97111,0.95854,0.97086
6f7ea99556,0,0,122,5,0.89912,0.96251,0.84492,0.93073,0.80194,0.88903,0.68088,0.90788,0.02717,0.79504,0.67576,0.92496,0.74167,0.87722,0.9173,0.93486,0.85195,0.90283
6f7ea99556,1,0,215,5,0.0145,0.72084,0.03462,0.76221,0.51733,0.80174,0.09269,0.74134,0.01496,0.59185,0.18832,0.655,0.49265,0.71874,0.5194,0.76792,0.40404,0.7302
6f7ea99556,2,0,103,3,0.19315,0.72493,0.96153,0.97915,0.83114,0.87075,0.92414,0.97196,0.9752,0.98039,0.86704,0.94643,0.79693,0.84537,0.90731,0.91512,0.84997,0.87318
6f7ea99556,3,1,130,3,0.74909,0.90745,0.79566,0.90746,0.59784,0.79044,0.90731,0.95374,0.73029,0.87177,0.77999,0.87539,0.75923,0.82817,0.75347,0.83054,0.70902,0.77775
f0d59e71f0,0,1,79,5,0.97998,0.99392,0.94967,0.98687,0.95257,0.97635,0.96691,0.99029,0.97024,0.99118,0.94892,0.98508,0.9659,0.98278,0.9466,0.97831,0.98145,0.98996
f0d59e71f0,1,1,78,4,0.99242,0.99725,0.98256,0.99436,0.96486,0.97422,0.96153,0.98828,0.97631,0.99165,0.95663,0.98464,0.97967,0.98469,0.97595,0.98654,0.98594,0.99071
f0d59e71f0,2,0,92,4,0.99142,0.99641,0.96432,0.98532,0.96538,0.9728,0.97069,0.99032,0.97324,0.99157,0.96095,0.98862,0.93902,0.97525,0.93146,0.97401,0.96036,0.98552
f0d59e71f0,3,1,82,5,0.98058,0.99519,0.97024,0.99279,0.96432,0.97642,0.94079,0.98535,0.96979,0.99083,0.95114,0.986,0.97113,0.98411,0.96741,0.98518,0.98256,0.99045
55f2cb4338,0,0,105,5,0.97631,0.98885,0.9659,0.98216,0.83973,0.92606,0.71542,0.92702,0.93902,0.96822,0.81405,0.92557,0.80563,0.93139,0.84696,0.90781,0.61509,0.83877
55f2cb4338,1,0,93,4,0.09947,0.74407,0.90731,0.93754,0.3407,0.7997,0.52086,0.75396,0.02801,0.66563,0.03068,0.56705,0.77046,0.88511,0.45278,0.75154,0.1394,0.65377
