chain_id,sample_idx,correct,output_tokens,n_steps,v0_synthetic_cpu_min,v0_synthetic_cpu_mean,v1_synthetic_top8_min,v1_synthetic_top8_mean,v1_real4_top8_min,v1_real4_top8_mean,v2_synthetic_seed0_min,v2_synthetic_seed0_mean,v2_synthetic_seed1_min,v2_synthetic_seed1_mean,v2_synthetic_seed2_min,v2_synthetic_seed2_mean,v2_real8_seed0_min,v2_real8_seed0_mean,v2_real8_seed1_min,v2_real8_seed1_mean,v2_real8_seed2_min,v2_real8_seed2_mean
4da9716ec4,2,0,146,5,0.89625,0.94698,0.64064,0.86433,0.57033,0.74231,0.10971,0.61595,0.70335,0.88233,0.83224,0.88846,0.43542,0.64138,0.51233,0.79571,0.6137,0.75237
4da9716ec4,3,0,115,5,0.20434,0.81973,0.87663,0.95477,0.26741,0.81222,0.15203,0.61114,0.83655,0.91772,0.4187,0.84386,0.04024,0.67148,0.12765,0.72577,0.06854,0.70887
fa6b6c6a22,0,1,61,2,0.95041,0.97164,0.94967,0.96352,0.93902,0.95167,0.92944,0.94101,0.86247,0.92862,0.93812,0.95301,0.95728,0.96353,0.94499,0.96647,0.94335,0.94796
fa6b6c6a22,1,1,68,4,0.92414,0.9795,0.93046,0.96627,0.88243,0.93448,0.68679,0.91636,0.8808,0.96788,0.80069,0.94574,0.85681,0.94106,0.9149,0.96347,0.9263,0.96765
fa6b6c6a22,2,1,63,2,0.94892,0.97168,0.94815,0.96536,0.93046,0.94043,0.91964,0.94798,0.86431,0.92938,0.92736,0.94445,0.92841,0.94715,0.94251,0.96559,0.90991,0.92864
fa6b6c6a22,3,1,67,3,0.96323,0.98571,0.95041,0.98191,0.97404,0.98655,0.97737,0.98931,0.90192,0.96625,0.94892,0.97639,0.94499,0.96157,0.96486,0.98008,0.96036,0.97629
7a941c5652,0,1,86,5,0.94499,0.98337,0.50336,0.89009,0.80685,0.93461,0.73412,0.9446,0.75491,0.94038,0.93902,0.98009,0.95328,0.98215,0.78793,0.94088,0.96838,0.99028
7a941c5652,1,1,90,3,0.96153,0.98428,0.80317,0.93021,0.9344,0.96528,0.73564,0.90873,0.81405,0.91435,0.92079,0.96785,0.93629,0.96351,0.83762,0.91478,0.96538,0.98176
7a941c5652,2,1,92,4,0.94738,0.98416,0.77322,0.94186,0.90731,0.96679,0.78266,0.9442,0.76629,0.93089,0.94165,0.97464,0.95663,0.98016,0.75636,0.91014,0.97324,0.98878
7a941c5652,3,1,75,4,0.93812,0.98097,0.53413,0.8722,0.92736,0.96919,0.70982,0.92525,0.73106,0.9213,0.90053,0.96479,0.96979,0.98548,0.77458,0.92111,0.9344,0.97975
f0459d6fd7,0,1,119,8,0.96378,0.9911,0.85294,0.9664,0.87748,0.97394,0.82219,0.97281,0.95328,0.98285,0.44071,0.91571,0.84183,0.97048,0.89625,0.97188,0.93245,0.97914
f0459d6fd7,1,0,127,5,0.97771,0.98938,0.88243,0.96515,0.96378,0.97736,0.92944,0.97615,0.90991,0.9628,0.96323,0.9751,0.73716,0.91811,0.93812,0.95525,0.90599,0.95607
f0459d6fd7,2,0,144,6,0.2934,0.87204,0.33372,0.73711,0.74167,0.90789,0.43542,0.80795,0.42298,0.87084,0.78133,0.92785,0.30404,0.82893,0.30819,0.83473,0.43494,0.87172
f0459d6fd7,3,1,124,6,0.97904,0.99313,0.94165,0.9851,0.75923,0.9534,0.93046,0.98398,0.9466,0.98243,0.95598,0.98613,0.93902,0.97693,0.94815,0.97668,0.97935,0.9923
6360464ff0,0,1,99,5,0.51324,0.88173,0.91848,0.96707,0.89181,0.9442,0.76769,0.94719,0.91964,0.96907,0.39934,0.83832,0.92192,0.95534,0.76629,0.90423,0.84183,0.94815
6360464ff0,1,1,64,2,0.73867,0.86748,0.78662,0.86661,0.77594,0.8639,0.64958,0.821,0.02759,0.50584,0.4206,0.69692,0.79053,0.86817,0.76769,0.86779,0.81641,0.89948
6360464ff0,2,1,76,2,0.97443,0.98476,0.9344,0.94708,0.92304,0.9252,0.94335,0.96372,0.77865,0.87444,0.90465,0.93338,0.93902,0.95113,0.90329,0.93092,0.92414,0.9465
6360464ff0,3,1,75,3,0.95041,0.97979,0.97443,0.98606,0.8872,0.94748,0.95976,0.97807,0.9458,0.96868,0.85195,0.94231,0.95465,0.97245,0.97558,0.98104,0.97771,0.98421
58351f6d4a,0,0,114,4,0.93245,0.96205,0.97558,0.98458,0.84594,0.90445,0.95397,0.97783,0.87831,0.96074,0.59031,0.83117,0.85585,0.90773,0.95532,0.96125,0.91848,0.94803
58351f6d4a,1,0,123,8,0.65666,0.95144,0.95041,0.98754,0.83004,0.95325,0.89181,0.97934,0.93046,0.98509,0.92079,0.98287,0.65842,0.90234,0.94335,0.96867,0.87748,0.95541
58351f6d4a,2,0,124,6,0.95041,0.97556,0.95854,0.98114,0.75779,0.90354,0.94499,0.96914,0.92841,0.97573,0.5351,0.88247,0.84492,0.92216,0.90465,0.94354,0.87997,0.94031
58351f6d4a,3,0,113,3,0.96691,0.96986,0.90991,0.95347,0.85096,0.87718,0.96211,0.97175,0.9149,0.95686,0.4535,0.74463,0.80069,0.88091,0.93046,0.94809,0.92304,0.93153
4115f6ff16,0,1,107,3,0.24799,0.69686,0.93629,0.96022,0.8808,0.91489,0.4615,0.78267,0.83973,0.86733,0.84696,0.88643,0.69678,0.79282,0.72565,0.79503,0.75636,0.83017
4115f6ff16,1,1,149,9,0.97241,0.99293,0.97838,0.99239,0.78793,0.95651,0.90731,0.98258,0.93902,0.98476,0.95791,0.98868,0.91848,0.96775,0.86154,0.94808,0.92736,0.97527
4115f6ff16,2,1,146,7,0.96838,0.98792,0.98058,0.98867,0.78793,0.94357,0.93146,0.97852,0.88243,0.97194,0.95728,0.98564,0.84897,0.92879,0.91368,0.94609,0.92944,0.9642
4115f6ff16,3,1,165,8,0.97069,0.98939,0.96932,0.99127,0.83762,0.96083,0.97443,0.99231,0.92414,0.98149,0.95728,0.98743,0.89912,0.9542,0.90053,0.94975,0.93629,0.96636
99c653900d,0,0,117,3,0.98309,0.98986,0.96641,0.9773,0.68257,0.87338,0.95915,0.97721,0.97771,0.98304,0.90862,0.94846,0.94499,0.96239,0.91611,0.95825,0.90991,0.93999
99c653900d,1,1,96,3,0.97737,0.98685,0.9466,0.96582,0.58794,0.82727,0.90329,0.94678,0.96691,0.97882,0.88404,0.91997,0.95791,0.96795,0.92304,0.94663,0.85195,0.89448
99c653900d,2,1,101,3,0.98145,0.98599,0.85585,0.92288,0.83762,0.90202,0.97364,0.98168,0.97967,0.97998,0.90053,0.93462,0.89625,0.94156,0.89181,0.93468,0.89181,0.91487
99c653900d,3,1,108,3,0.97241,0.98389,0.8706,0.93863,0.92414,0.94388,0.54504,0.84378,0.97364,0.98066,0.88404,0.92816,0.89181,0.94428,0.91118,0.95372,0.86247,0.92685
6282169481,0,1,114,4,0.46199,0.85984,0.92841,0.9683,0.97904,0.98271,0.90053,0.97034,0.92079,0.97582,0.91368,0.95495,0.8977,0.95812,0.97113,0.9813,0.96838,0.98186
6282169481,1,1,90,4,0.38723,0.8344,0.90053,0.96627,0.98718,0.98831,0.9752,0.98858,0.90991,0.97184,0.92944,0.96478,0.97024,0.97902,0.97702,0.98696,0.98309,0.99132
6282169481,2,1,109,4,0.39001,0.84013,0.95041,0.9813,0.98174,0.98774,0.98409,0.99259,0.93629,0.97854,0.95041,0.97314,0.95114,0.971,0.97771,0.98343,0.98757,0.99015
6282169481,3,1,99,4,0.44601,0.84836,0.95598,0.97951,0.97595,0.98494,0.97443,0.98828,0.90991,0.97002,0.9344,0.96508,0.91848,0.94851,0.9659,0.97788,0.97667,0.98482
55e1951990,0,1,102,5,0.26741,0.77188,0.18713,0.69869,0.58747,0.83227,0.08632,0.71281,0.66888,0.9111,0.16027,0.69993,0.22816,0.70114,0.50253,0.83123,0.60253,0.84541
55e1951990,1,1,141,7,0.34422,0.87524,0.35309,0.73317,0.50915,0.80916,0.70416,0.88652,0.63793,0.91176,0.34246,0.78393,0.15922,0.53592,0.49042,0.75151,0.57416,0.77178
55e1951990,2,0,123,6,0.98504,0.99502,0.68763,0.92924,0.78266,0.92528,0.71622,0.94729,0.82104,0.96469,0.96741,0.98508,0.44698,0.75166,0.52525,0.82707,0.78266,0.91228
55e1951990,3,1,128,6,0.98678,0.99505,0.9263,0.97305,0.82671,0.91923,0.99029,0.99523,0.98409,0.99239,0.96267,0.98213,0.48926,0.75044,0.6628,0.86797,0.72174,0.9027
d23e76cdcc,0,1,81,5,0.81641,0.95023,0.95663,0.98835,0.9458,0.9778,0.92736,0.97609,0.90599,0.96777,0.95915,0.98512,0.85681,0.94475,0.91848,0.97296,0.95663,0.98088
d23e76cdcc,1,1,69,2,0.75347,0.87499,0.30239,0.64716,0.32681,0.64474,0.71542,0.85271,0.07477,0.52893,0.76348,0.84098,0.77594,0.87286,0.64691,0.81161,0.86793,0.90917
d23e76cdcc,2,1,70,2,0.97069,0.98018,0.76348,0.86876,0.58983,0.73852,0.96979,0.97191,0.77458,0.83395,0.68173,0.79892,0.86431,0.86745,0.79311,0.83445,0.66367,0.77182
d23e76cdcc,3,1,80,5,0.94251,0.98465,0.91964,0.97891,0.9466,0.9793,0.98795,0.99614,0.8808,0.96679,0.93245,0.97474,0.9466,0.97162,0.94967,0.97677,0.97324,0.98369
686c67ea2c,0,1,75,5,0.02369,0.80353,0.96691,0.99074,0.03068,0.79539,0.47341,0.89313,0.99168,0.9969,0.73412,0.93827,0.94815,0.98631,0.97404,0.9866,0.98309,0.99064
686c67ea2c,1,1,73,3,0.94165,0.9799,0.97871,0.98851,0.74317,0.90412,0.81048,0.93556,0.98935,0.99452,0.88876,0.95057,0.95663,0.98183,0.96691,0.98165,0.96886,0.98097
686c67ea2c,2,1,68,2,0.91964,0.95954,0.97702,0.98613,0.86339,0.92021,0.79053,0.89266,0.97364,0.98513,0.84897,0.90744,0.96691,0.9799,0.96211,0.97484,0.93812,0.9574
686c67ea2c,3,1,64,2,0.12169,0.55868,0.9263,0.95402,0.56698,0.74331,0.80441,0.83838,0.86883,0.91762,0.70171,0.819,0.87831,0.90822,0.91964,0.93022,0.94079,0.94447
49a79463e2,0,0,122,5,0.01033,0.61255,0.0042,0.65067,0.42441,0.75753,0.0737,0.68351,0.02887,0.56181,0.14319,0.77531,0.92414,0.94902,0.53607,0.86038,0.24945,0.7638
49a79463e2,1,0,181,8,0.02636,0.86737,0.03622,0.83012,0.61463,0.90714,0.22678,0.89001,0.0851,0.81815,0.16132,0.87318,0.89029,0.96706,0.65489,0.89406,0.25833,0.82771
49a79463e2,2,0,129,7,0.53923,0.9187,0.66888,0.93669,0.45399,0.89068,0.92079,0.9821,0.32767,0.78502,0.83973,0.96495,0.66192,0.93847,0.79693,0.9211,0.75636,0.94041
49a79463e2,3,1,174,10,0.02596,0.84291,0.0321,0.825,0.42346,0.9011,0.72331,0.95444,0.03259,0.61195,0.78662,0.96131,0.54795,0.92252,0.78531,0.91534,0.68088,0.91651
bcaeec4f61,0,0,127,4,0.85777,0.95687,0.8872,0.95413,0.8606,0.91467,0.77865,0.93603,0.76908,0.92885,0.46782,0.82186,0.84183,0.8788,0.81168,0.8993,0.83973,0.88803
bcaeec4f61,1,1,104,4,0.78923,0.94088,0.10669,0.72995,0.8706,0.93552,0.5317,0.86461,0.02442,0.64394,0.47159,0.80734,0.57559,0.83306,0.6072,0.82002,0.87663,0.93947
bcaeec4f61,2,0,114,6,0.53898,0.90307,0.59643,0.91606,0.73867,0.93331,0.61185,0.90004,0.5306,0.907,0.5083,0.89581,0.62338,0.83835,0.79311,0.9134,0.83004,0.92159
bcaeec4f61,3,0,97,4,0.82559,0.93769,0.80441,0.93386,0.20947,0.68886,0.7272,0.92068,0.88404,0.93961,0.28141,0.70286,0.62886,0.74762,0.54577,0.80335,0.62612,0.79507
067a97109a,0,1,96,3,0.9344,0.9745,0.95976,0.9825,0.96036,0.97011,0.94335,0.97175,0.50307,0.80979,0.87408,0.94666,0.97967,0.98919,0.95465,0.96757,0.98901,0.99204
067a97109a,1,1,84,3,0.96036,0.98313,0.95186,0.97391,0.95598,0.97177,0.96979,0.98181,0.62977,0.85445,0.87831,0.94914,0.98256,0.99048,0.95328,0.9698,0.98901,0.99283
067a97109a,2,1,62,3,0.97069,0.98572,0.95976,0.97515,0.95663,0.96993,0.94165,0.96415,0.58652,0.83633,0.90465,0.95742,0.98795,0.99255,0.95598,0.96838,0.98309,0.98896
067a97109a,3,1,83,3,0.97404,0.9869,0.97482,0.97893,0.94738,0.9606,0.97404,0.98293,0.67918,0.86646,0.91118,0.95926,0.97838,0.98871,0.95465,0.96926,0.98409,0.99027
13af77aba9,0,0,319,9,0.02759,0.64895,0.07696,0.65835,0.20434,0.60686,0.10088,0.64708,0.18477,0.633,0.05921,0.69355,0.10669,0.39547,0.21469,0.59784,0.12592,0.57678
13af77aba9,1,0,149,6,0.001,0.70203,0.00348,0.76336,0.02033,0.68661,0.0145,0.76243,0.01001,0.70127,0.00782,0.66256,0.02229,0.48129,0.06465,0.52719,0.03514,0.57759
13af77aba9,2,0,144,6,0.00083,0.74756,0.00447,0.71875,0.02298,0.63653,0.01205,0.55926,0.00971,0.47692,0.00941,0.45318,0.06657,0.37292,0.10375,0.4697,0.15714,0.55826
13af77aba9,3,0,240,12,0.84696,0.97164,0.74466,0.96178,0.5832,0.88167,0.76348,0.94289,0.30239,0.89607,0.83332,0.96368,0.66017,0.84364,0.72409,0.89639,0.66192,0.85413
ce87f5d953,0,1,138,5,0.98504,0.99071,0.96432,0.97953,0.90329,0.96092,0.07808,0.80366,0.94892,0.96771,0.86522,0.95485,0.89912,0.96196,0.86431,0.94305,0.82333,0.92595
ce87f5d953,1,0,101,3,0.95791,0.9779,0.80069,0.92621,0.92192,0.94106,0.10521,0.67292,0.54988,0.80509,0.90053,0.93146,0.7773,0.88441,0.84078,0.87897,0.83441,0.8698
ce87f5d953,2,0,139,6,0.98174,0.9906,0.96691,0.99098,0.87493,0.95312,0.4722,0.90468,0.37938,0.87734,0.95328,0.97693,0.96211,0.98404,0.67833,0.89549,0.80441,0.9261
ce87f5d953,3,1,137,8,0.38122,0.91685,0.84286,0.97299,0.89625,0.96329,0.64958,0.93079,0.95114,0.98844,0.71063,0.95286,0.91964,0.97723,0.95114,0.97846,0.94418,0.97562
cd0ef5576a,0,1,147,6,0.98117,0.99031,0.84797,0.96493,0.96432,0.97951,0.93245,0.97011,0.61463,0.91157,0.74614,0.93336,0.85488,0.93149,0.89625,0.95821,0.95328,0.97844
cd0ef5576a,1,1,132,5,0.94892,0.97786,0.61045,0.86518,0.85294,0.95405,0.70335,0.90461,0.04337,0.5638,0.80441,0.93084,0.90862,0.94565,0.90599,0.94798,0.80685,0.94452
cd0ef5576a,2,0,150,5,0.94967,0.97827,0.94251,0.97531,0.90599,0.95683,0.90329,0.94163,0.93535,0.97357,0.93146,0.96241,0.79566,0.87819,0.83441,0.92457,0.92192,0.97084
cd0ef5576a,3,0,126,5,0.96979,0.98733,0.93245,0.97398,0.95532,0.97496,0.93721,0.97242,0.93343,0.96703,0.94815,0.97322,0.93535,0.95324,0.93902,0.96152,0.96886,0.98262
c0b83e044c,0,1,101,4,0.9855,0.99229,0.9263,0.95636,0.91611,0.96224,0.97199,0.98575,0.96211,0.98505,0.96036,0.97729,0.90329,0.92845,0.93629,0.95999,0.89029,0.95031
c0b83e044c,1,0,106,3,0.17667,0.71702,0.07808,0.66945,0.34599,0.74463,0.02931,0.65974,0.01591,0.53041,0.09947,0.62646,0.14512,0.52901,0.33112,0.70489,0.43446,0.72358
c0b83e044c,2,1,137,4,0.98058,0.98885,0.97156,0.98503,0.95257,0.97629,0.97558,0.98659,0.93991,0.9638,0.96486,0.97216,0.91118,0.95741,0.97069,0.97533,0.95041,0.96851
c0b83e044c,3,1,73,2,0.98058,0.98626,0.88563,0.92652,0.87663,0.88996,0.89912,0.93172,0.33633,0.66175,0.93721,0.95676,0.49304,0.71603,0.81048,0.85955,0.90329,0.91317
d40f42ddf6,0,0,142,3,0.51324,0.71768,0.90731,0.94225,0.95114,0.96529,0.96641,0.97613,0.8439,0.90901,0.69925,0.80026,0.85488,0.90894,0.85872,0.89094,0.84183,0.86114
d40f42ddf6,1,0,142,6,0.587,0.85595,0.25091,0.82893,0.75636,0.92864,0.82894,0.95901,0.29018,0.84962,0.65842,0.8652,0.53145,0.86971,0.68847,0.8694,0.68342,0.86775
d40f42ddf6,2,0,172,7,0.00433,0.73521,0.00028,0.72444,0.78266,0.92741,0.15203,0.82038,0.01744,0.77985,0.40545,0.74756,0.49545,0.85885,0.76629,0.90113,0.85966,0.90807
d40f42ddf6,3,0,151,5,0.02002,0.73607,0.00858,0.76261,0.40216,0.83484,0.03162,0.77195,0.03964,0.76706,0.05749,0.745,0.70008,0.87636,0.38353,0.74424,0.55519,0.84381
958483bde2,0,1,73,4,0.95976,0.98429,0.94815,0.98386,0.97283,0.98951,0.97113,0.98753,0.87147,0.9579,0.93812,0.97003,0.98117,0.98996,0.98935,0.99122,0.9855,0.99226
958483bde2,1,1,84,2,0.98458,0.98984,0.97871,0.9864,0.9344,0.9509,0.97595,0.98502,0.84078,0.91744,0.95186,0.96577,0.94335,0.96565,0.93902,0.95995,0.97364,0.97634
958483bde2,2,1,72,4,0.98935,0.99417,0.97998,0.98673,0.97404,0.98709,0.96378,0.98016,0.91118,0.96607,0.93721,0.9724,0.92736,0.97601,0.98409,0.99017,0.98718,0.99173
958483bde2,3,1,70,4,0.97904,0.98952,0.97069,0.98889,0.97935,0.9908,0.97935,0.99021,0.86613,0.95983,0.94815,0.97241,0.98117,0.98755,0.98718,0.99033,0.98145,0.98459
802783ca14,0,1,51,3,0.95114,0.97838,0.75636,0.91624,0.93146,0.94344,0.62062,0.7791,0.3863,0.78905,0.33285,0.64645,0.95041,0.96147,0.91964,0.94688,0.9344,0.96113
802783ca14,1,1,72,3,0.94892,0.9753,0.97482,0.99012,0.93146,0.95872,0.98256,0.98924,0.87579,0.94801,0.89479,0.94674,0.95397,0.9674,0.92414,0.94486,0.97443,0.97889
802783ca14,2,1,60,3,0.95465,0.97766,0.99242,0.99478,0.93046,0.95756,0.96979,0.98555,0.97024,0.98069,0.91964,0.95234,0.95854,0.97129,0.9466,0.95647,0.97702,0.97989
802783ca14,3,0,79,3,0.02033,0.63986,0.17441,0.64177,0.32253,0.65979,0.397,0.76591,0.13029,0.57202,0.04024,0.46867,0.45423,0.5975,0.10375,0.43138,0.48529,0.71595
f26ada8cc5,0,1,54,2,0.94815,0.97328,0.87663,0.93403,0.95598,0.95787,0.81523,0.90427,0.90053,0.93787,0.83762,0.91178,0.9344,0.95734,0.91964,0.94918,0.90991,0.9465
f26ada8cc5,1,1,59,3,0.96323,0.98709,0.9466,0.97746,0.96741,0.97849,0.8977,0.96476,0.92736,0.96491,0.90329,0.96319,0.9679,0.98375,0.95598,0.97763,0.97241,0.98813
f26ada8cc5,2,1,56,3,0.96036,0.98612,0.94079,0.97619,0.96153,0.97696,0.88563,0.96064,0.9263,0.96435,0.90465,0.96411,0.96741,0.98386,0.95598,0.97853,0.97364,0.98879
f26ada8cc5,3,1,48,2,0.94815,0.97341,0.89181,0.94074,0.95976,0.96874,0.83004,0.91207,0.90465,0.94135,0.84492,0.91564,0.95041,0.96918,0.94815,0.96636,0.95114,0.97024
6397bf57a7,0,1,151,11,0.90053,0.97872,0.29503,0.92798,0.94499,0.97711,0.86613,0.96876,0.88563,0.97469,0.78133,0.95368,0.82104,0.95159,0.96323,0.98332,0.9263,0.96333
6397bf57a7,1,1,121,3,0.73412,0.87326,0.78266,0.91418,0.74466,0.87077,0.72017,0.82677,0.83224,0.92114,0.72331,0.85314,0.77184,0.8415,0.83868,0.90055,0.7178,0.83378
6397bf57a7,2,1,97,3,0.83441,0.88512,0.05185,0.66857,0.04337,0.53859,0.03622,0.58542,0.02676,0.66092,0.59361,0.80932,0.73106,0.80596,0.85195,0.90732,0.6058,0.77556
6397bf57a7,3,1,120,4,0.54553,0.85067,0.11124,0.58486,0.23092,0.71956,0.25683,0.71805,0.79311,0.91211,0.46126,0.67373,0.23371,0.74335,0.84696,0.93906,0.65666,0.85631
bf0094284e,0,0,115,4,0.39467,0.84251,0.3407,0.83,0.61509,0.85997,0.3057,0.82011,0.76489,0.92641,0.62246,0.8944,0.15406,0.70433,0.68342,0.8714,0.39373,0.79873
bf0094284e,1,0,277,9,0.85872,0.97351,0.66192,0.95585,0.47877,0.89361,0.28697,0.87959,0.80441,0.9605,0.86431,0.96761,0.26971,0.83308,0.55977,0.85889,0.48487,0.87236
bf0094284e,2,0,120,6,0.93902,0.98204,0.96432,0.98876,0.83224,0.94255,0.50185,0.91011,0.56073,0.91883,0.95663,0.98752,0.82783,0.9247,0.80685,0.94107,0.93535,0.96695
bf0094284e,3,0,146,5,0.98935,0.99444,0.99029,0.99618,0.96486,0.97146,0.97283,0.99286,0.98795,0.99128,0.98594,0.99333,0.91611,0.95021,0.93343,0.96978,0.94251,0.96651
19dd46a066,0,1,97,5,0.97443,0.98981,0.98117,0.98876,0.96095,0.9773,0.74317,0.94309,0.87235,0.95276,0.96486,0.9762,0.93245,0.96073,0.97156,0.97904,0.97024,0.98265
19dd46a066,1,0,81,5,0.62977,0.92203,0.51105,0.89901,0.93812,0.96129,0.82219,0.95671,0.40875,0.87578,0.95257,0.98245,0.88243,0.94365,0.9458,0.96568,0.87915,0.95709
19dd46a066,2,1,223,9,0.97805,0.99244,0.88563,0.9667,0.82219,0.93236,0.95532,0.98792,0.70253,0.95274,0.90599,0.98138,0.35399,0.77162,0.80563,0.90467,0.58225,0.86679
19dd46a066,3,0,98,3,0.95328,0.97399,0.87748,0.93932,0.66105,0.82376,0.49448,0.80116,0.82333,0.91883,0.12169,0.67472,0.52598,0.72816,0.45084,0.77183,0.5969,0.81048
727362fa33,0,0,81,3,0.6628,0.85554,0.9344,0.96513,0.03259,0.37121,0.22542,0.51808,0.90862,0.94574,0.70089,0.80788,0.31574,0.6955,0.06279,0.43261,0.02636,0.40197
727362fa33,1,1,82,4,0.99509,0.99755,0.98967,0.99523,0.8808,0.94466,0.98678,0.99396,0.98594,0.98987,0.95791,0.98246,0.91611,0.9593,0.89479,0.94802,0.9149,0.94272
727362fa33,2,0,413,17,0.07696,0.89887,0.81874,0.96936,0.62246,0.87778,0.46369,0.90664,0.76489,0.95303,0.32082,0.92115,0.45229,0.78392,0.72253,0.87276,0.37662,0.80631
727362fa33,3,1,54,2,0.99509,0.99569,0.98058,0.98715,0.91368,0.93672,0.96838,0.97448,0.97404,0.97931,0.94967,0.95726,0.92736,0.95165,0.92523,0.94531,0.92944,0.93722
4baf18694c,0,1,109,5,0.89479,0.97203,0.96432,0.98583,0.87831,0.93479,0.18595,0.82032,0.90991,0.9644,0.76207,0.93264,0.86522,0.92088,0.93343,0.95833,0.8872,0.93495
4baf18694c,1,1,79,2,0.68595,0.82255,0.95465,0.96311,0.83868,0.8893,0.14904,0.53548,0.84594,0.87981,0.6943,0.75535,0.7066,0.82097,0.9173,0.92337,0.83114,0.87179
4baf18694c,2,1,112,4,0.97364,0.982,0.84897,0.92751,0.47402,0.81246,0.24945,0.73315,0.45108,0.79356,0.63432,0.85016,0.71063,0.82491,0.90329,0.93397,0.80807,0.88433
4baf18694c,3,1,74,3,0.89029,0.94722,0.96095,0.9759,0.84797,0.93282,0.19193,0.70929,0.90599,0.9327,0.67747,0.83633,0.80807,0.91336,0.95257,0.96683,0.83868,0.91698
153b628773,0,1,78,3,0.94967,0.97945,0.90192,0.96085,0.91118,0.92881,0.96979,0.98141,0.97771,0.98636,0.90465,0.95476,0.94967,0.96155,0.96838,0.97255,0.95598,0.9678
153b628773,1,1,71,2,0.96153,0.96611,0.89479,0.90663,0.89912,0.92325,0.94967,0.96527,0.96153,0.97305,0.87997,0.9183,0.94738,0.95067,0.96095,0.9675,0.95465,0.96394
153b628773,2,1,73,2,0.96538,0.9789,0.96741,0.97369,0.89912,0.92206,0.98028,0.98481,0.96432,0.97649,0.92304,0.94595,0.96095,0.97077,0.94967,0.95878,0.93535,0.94901
153b628773,3,1,82,4,0.96691,0.98876,0.9149,0.97316,0.96486,0.96877,0.97024,0.98855,0.98718,0.99328,0.92192,0.97095,0.94738,0.96947,0.97199,0.98177,0.97404,0.98144
6d49fd3e4b,0,1,177,8,0.98458,0.99505,0.9263,0.98331,0.98201,0.99022,0.96691,0.98992,0.92944,0.98545,0.97871,0.99108,0.89912,0.98088,0.93721,0.97709,0.95976,0.98603
6d49fd3e4b,1,1,190,7,0.98504,0.99426,0.93902,0.97949,0.98409,0.98934,0.96036,0.98698,0.94815,0.98583,0.97558,0.98935,0.89029,0.97897,0.92414,0.96983,0.92736,0.97688
6d49fd3e4b,2,1,137,6,0.98201,0.99117,0.9836,0.99046,0.98088,0.98958,0.97404,0.98847,0.97558,0.98696,0.96095,0.9788,0.95114,0.97918,0.83655,0.95669,0.96378,0.98245
6d49fd3e4b,3,1,151,8,0.98201,0.99406,0.97737,0.99178,0.97156,0.98809,0.96838,0.99038,0.96211,0.98545,0.95114,0.98527,0.93146,0.98471,0.93535,0.97507,0.95915,0.98325
ff29d88480,0,1,70,3,0.96153,0.98582,0.96267,0.984,0.94815,0.971,0.97283,0.98869,0.96095,0.9823,0.9263,0.96712,0.36841,0.76887,0.9149,0.96268,0.53364,0.83771
ff29d88480,1,1,55,2,0.97069,0.98521,0.90192,0.95079,0.93721,0.96583,0.92944,0.96459,0.9149,0.95685,0.91118,0.95499,0.84183,0.92052,0.93991,0.96896,0.87748,0.93866
ff29d88480,2,1,66,3,0.96886,0.98813,0.95915,0.9834,0.95397,0.97265,0.95257,0.98159,0.97069,0.98272,0.92736,0.96573,0.84492,0.93071,0.90053,0.95948,0.65313,0.87624
ff29d88480,3,1,56,2,0.9679,0.98382,0.89181,0.94574,0.89331,0.94388,0.71383,0.85678,0.93343,0.96611,0.86613,0.93246,0.78266,0.89094,0.93343,0.96572,0.85585,0.92785
7bd438c7f3,0,1,109,6,0.98867,0.99509,0.97113,0.99079,0.90599,0.96542,0.95915,0.98449,0.97771,0.98485,0.96486,0.98359,0.95257,0.9756,0.94967,0.96844,0.92192,0.95409
7bd438c7f3,1,1,84,4,0.97199,0.97587,0.90991,0.95091,0.75347,0.91482,0.32767,0.81398,0.23935,0.69909,0.61324,0.85237,0.85195,0.9111,0.94967,0.9698,0.88876,0.93044
7bd438c7f3,2,1,97,4,0.97482,0.99182,0.96153,0.98554,0.86793,0.92836,0.97558,0.98842,0.92523,0.96741,0.93046,0.96293,0.93902,0.96157,0.94251,0.96445,0.84183,0.91878
7bd438c7f3,3,1,99,3,0.98256,0.99204,0.97113,0.98645,0.93991,0.96599,0.97667,0.98364,0.96095,0.96337,0.95114,0.95779,0.96838,0.97094,0.9344,0.95508,0.91611,0.93331
29e9d859d2,0,1,116,4,0.96691,0.98585,0.9173,0.97156,0.7773,0.93549,0.97805,0.9891,0.92944,0.97113,0.92079,0.96909,0.90053,0.96683,0.79182,0.92258,0.83868,0.94822
29e9d859d2,1,1,118,4,0.96211,0.98074,0.74167,0.9237,0.28458,0.81301,0.91964,0.97615,0.94165,0.97693,0.91611,0.95669,0.93629,0.96543,0.53084,0.86065,0.79438,0.94001
29e9d859d2,2,1,94,4,0.93629,0.97628,0.89331,0.95965,0.82783,0.93873,0.98145,0.99109,0.91848,0.96946,0.9149,0.95922,0.98256,0.98794,0.96741,0.97603,0.97199,0.98594
29e9d859d2,3,1,77,4,0.95663,0.98148,0.20947,0.79294,0.97805,0.98767,0.98028,0.988,0.89625,0.96636,0.93535,0.96174,0.97871,0.98841,0.93991,0.97215,0.96741,0.98493
